Index,Weight(Pounds)
21277,132.4558
21278,124.7653
21279,121.9863
21280,131.5648
21281,127.7058
21282,104.5786
21283,137.807
21284,113.2636
21285,140.4541
21286,132.7728
21287,122.6409
21288,135.2301
21289,109.5588
21290,144.4488
21291,134.8144
21292,126.1919
21293,116.6978
21294,138.149
21295,153.8989
21296,130.4351
21297,130.8944
21298,116.1818
21299,131.2336
21300,149.1439
21301,116.1292
21302,120.8833
21303,111.1158
21304,102.4978
21305,124.0832
21306,119.1205
21307,134.5527
21308,126.4415
21309,115.4747
21310,136.8897
21311,129.6194
21312,131.8187
21313,143.7688
21314,134.1093
21315,114.8928
21316,109.0991
21317,140.0282
21318,130.6684
21319,130.5872
21320,130.8255
21321,122.9051
21322,106.3209
21323,125.9937
21324,146.0978
21325,134.7229
21326,149.2238
21327,118.8765
21328,121.369
21329,127.3437
21330,119.5174
21331,115.3673
21332,145.6761
21333,128.542
21334,127.9222
21335,138.2211
21336,111.9108
21337,113.125
21338,139.1515
21339,129.6571
21340,123.182
21341,113.314
21342,131.6799
21343,124.9024
21344,115.5842
21345,127.1064
21346,115.3937
21347,108.599
21348,122.4814
21349,123.5222
21350,140.7706
21351,131.2403
21352,125.8127
21353,135.9835
21354,129.4703
21355,126.4545
21356,131.4638
21357,133.374
21358,113.665
21359,92.72194
21360,133.7058
21361,119.9669
21362,122.1882
21363,124.7978
21364,113.8485
21365,103.4807
21366,154.9609
21367,133.3499
21368,142.826
21369,115.6884
21370,126.7873
21371,130.958
21372,120.7458
21373,134.6215
21374,113.5044
21375,122.932
21376,141.461
21377,106.465
21378,139.7622
21379,147.415
21380,115.6875
21381,136.504
21382,105.9146
21383,114.3374
21384,142.4635
21385,130.6929
21386,110.0279
21387,117.1572
21388,128.8133
21389,157.9292
21390,120.957
21391,127.7738
21392,119.9513
21393,130.5724
21394,131.6161
21395,130.7992
21396,115.8741
21397,128.8991
21398,116.0707
21399,113.2244
21400,115.8697
21401,132.6108
21402,124.1201
21403,141.3701
21404,116.924
21405,124.9707
21406,103.2453
21407,150.1694
21408,130.9676
21409,124.8039
21410,124.6497
21411,119.5077
21412,125.8114
21413,111.5771
21414,149.1342
21415,115.6001
21416,127.1567
21417,128.6992
21418,122.1409
21419,133.6321
21420,124.4417
21421,124.4221
21422,124.2948
21423,121.0339
21424,108.3041
21425,148.9234
21426,117.4566
21427,123.127
21428,120.5712
21429,120.1048
21430,124.3153
21431,141.4564
21432,139.8831
21433,150.9736
21434,132.7662
21435,132.4578
21436,133.4576
21437,134.5655
21438,123.5621
21439,113.6441
21440,122.2091
21441,107.2974
21442,140.1055
21443,130.405
21444,140.9644
21445,142.5192
21446,143.5364
21447,128.7043
21448,142.5129
21449,122.5681
21450,145.575
21451,124.4363
21452,132.8198
21453,130.3112
21454,132.8781
21455,103.0731
21456,119.9647
21457,113.4911
21458,124.665
21459,137.4408
21460,117.16
21461,117.721
21462,130.9669
21463,128.5218
21464,119.0987
21465,124.5261
21466,141.0114
21467,128.6087
21468,115.9334
21469,133.0834
21470,128.5777
21471,103.0628
21472,121.2085
21473,121.0179
21474,122.4392
21475,116.4141
21476,137.3806
21477,118.3034
21478,107.9785
21479,121.7855
21480,121.5395
21481,140.962
21482,114.8628
21483,107.9156
21484,123.8887
21485,114.8935
21486,135.3466
21487,122.375
21488,134.7184
21489,111.8576
21490,124.6681
21491,126.5091
21492,123.4532
21493,126.5893
21494,131.9422
21495,123.7117
21496,125.3946
21497,140.9263
21498,125.9309
21499,124.6745
21500,142.237
21501,122.3701
21502,126.6515
21503,133.4416
21504,125.5655
21505,148.3559
21506,125.6235
21507,123.9353
21508,132.746
21509,126.337
21510,135.4178
21511,140.2362
21512,104.4273
21513,111.0236
21514,142.0958
21515,136.4451
21516,120.8283
21517,126.219
21518,134.1742
21519,121.8278
21520,126.7548
21521,131.3823
21522,138.8988
21523,143.1008
21524,129.1494
21525,129.3234
21526,137.8792
21527,123.9595
21528,105.1229
21529,139.0725
21530,124.6217
21531,139.2227
21532,144.2837
21533,126.0623
21534,134.6805
21535,144.8899
21536,124.2216
21537,114.4104
21538,126.6797
21539,121.9
21540,144.037
21541,119.4643
21542,135.795
21543,113.957
21544,137.4046
21545,136.655
21546,126.3655
21547,110.6809
21548,125.2128
21549,135.8281
21550,130.9719
21551,118.1762
21552,118.5975
21553,112.1167
21554,115.1319
21555,110.1988
21556,153.9411
21557,98.68208
21558,116.7462
21559,124.28
21560,119.9535
21561,101.9952
21562,119.5377
21563,126.3116
21564,126.972
21565,113.3049
21566,125.1068
21567,107.6645
21568,125.8118
21569,131.9709
21570,124.0205
21571,113.6562
21572,106.676
21573,113.7575
21574,123.0314
21575,130.8329
21576,111.5242
21577,142.2781
21578,142.6607
21579,134.3418
21580,121.5774
21581,135.5666
21582,151.8248
21583,139.6435
21584,122.4198
21585,118.2568
21586,143.5003
21587,137.1951
21588,133.934
21589,106.7714
21590,132.2829
21591,136.2363
21592,145.1228
21593,139.7968
21594,121.4656
21595,146.913
21596,112.1659
21597,139.005
21598,128.6752
21599,136.1471
21600,122.3756
21601,137.9993
21602,113.4876
21603,137.6336
21604,122.3264
21605,122.2001
21606,123.0604
21607,144.9726
21608,113.9546
21609,111.5726
21610,121.6069
21611,132.4697
21612,134.8738
21613,130.9344
21614,123.0486
21615,129.4624
21616,132.1693
21617,116.2218
21618,130.6511
21619,149.2076
21620,129.3787
21621,129.4569
21622,128.19
21623,137.5434
21624,130.0934
21625,128.3862
21626,115.7127
21627,137.5753
21628,127.5117
21629,132.0304
21630,140.0717
21631,147.4061
21632,110.0948
21633,103.5775
21634,132.7455
21635,117.3694
21636,109.587
21637,118.9536
21638,119.5927
21639,104.2534
21640,128.7274
21641,111.4987
21642,142.0013
21643,150.7596
21644,115.8561
21645,122.9638
21646,118.3007
21647,110.2889
21648,135.5616
21649,133.2853
21650,125.674
21651,127.8714
21652,124.6678
21653,128.0957
21654,130.4059
21655,124.7995
21656,144.743
21657,115.5577
21658,129.3545
21659,118.7886
21660,116.4346
21661,119.6141
21662,129.5781
21663,134.0208
21664,147.6642
21665,145.6245
21666,138.189
21667,114.9544
21668,146.7026
21669,130.7003
21670,153.6546
21671,129.3251
21672,131.2146
21673,139.9834
21674,136.0479
21675,131.2614
21676,126.1017
21677,147.8694
21678,134.3107
21679,146.046
21680,100.9124
21681,137.657
21682,141.3048
21683,129.6357
21684,100.974
21685,129.6586
21686,149.5428
21687,135.2581
21688,129.3704
21689,121.088
21690,125.245
21691,151.2576
21692,149.0675
21693,125.9638
21694,128.0814
21695,151.3353
21696,121.4549
21697,146.1333
21698,125.4014
21699,128.2448
21700,117.7037
21701,126.3926
21702,106.6081
21703,128.4228
21704,128.0712
21705,126.9703
21706,100.3418
21707,133.7977
21708,125.5137
21709,129.4713
21710,126.7998
21711,113.7976
21712,131.8419
21713,135.7273
21714,123.7179
21715,157.9704
21716,116.5777
21717,136.0274
21718,119.7939
21719,145.2811
21720,120.9003
21721,114.9647
21722,129.3826
21723,101.3936
21724,124.8439
21725,129.8552
21726,146.9622
21727,146.535
21728,136.5757
21729,133.412
21730,139.8108
21731,129.7754
21732,139.256
21733,104.7859
21734,141.8655
21735,138.2968
21736,123.9714
21737,122.2101
21738,130.8152
21739,134.6077
21740,123.6453
21741,133.7242
21742,136.6474
21743,117.6351
21744,127.9701
21745,136.697
21746,157.9236
21747,144.0225
21748,115.1328
21749,137.4591
21750,130.3359
21751,128.978
21752,129.5573
21753,110.5886
21754,138.2477
21755,137.2072
21756,131.5983
21757,108.4221
21758,129.8693
21759,142.6941
21760,148.7128
21761,115.2958
21762,135.0711
21763,114.7234
21764,112.6633
21765,111.2213
21766,126.4751
21767,124.8432
21768,132.045
21769,126.8469
21770,118.0533
21771,142.5502
21772,135.912
21773,123.1637
21774,116.9465
21775,121.2539
21776,126.698
21777,142.6772
21778,133.9896
21779,114.8528
21780,132.0639
21781,112.7006
21782,105.172
21783,107.7614
21784,132.3992
21785,110.153
21786,159.2503
21787,143.2815
21788,134.8383
21789,135.8612
21790,129.4885
21791,144.4117
21792,115.3209
21793,142.2417
21794,134.6098
21795,124.7595
21796,121.8448
21797,116.1544
21798,110.1839
21799,107.6804
21800,131.0374
21801,124.3081
21802,144.5448
21803,135.5885
21804,142.21
21805,132.0779
21806,113.2875
21807,134.5527
21808,131.9464
21809,121.6553
21810,113.8491
21811,117.3037
21812,120.1962
21813,131.376
21814,141.5293
21815,108.006
21816,113.84
21817,124.7886
21818,138.5469
21819,144.8476
21820,122.3427
21821,127.736
21822,107.7751
21823,111.7849
21824,123.6466
21825,110.1107
21826,127.9019
21827,141.8512
21828,123.1017
21829,120.2536
21830,127.9477
21831,118.3424
21832,102.3229
21833,123.3907
21834,124.4188
21835,131.8104
21836,139.1423
21837,137.5828
21838,116.7547
21839,127.3629
21840,124.3347
21841,136.3807
21842,127.0678
21843,126.9017
21844,136.1465
21845,111.4244
21846,106.8859
21847,114.5655
21848,118.3686
21849,123.2887
21850,129.2202
21851,130.823
21852,117.9736
21853,120.0183
21854,108.6377
21855,116.0001
21856,103.1791
21857,116.1444
21858,129.0009
21859,150.8735
21860,124.4368
21861,131.2495
21862,110.9528
21863,122.6487
21864,148.2284
21865,122.5984
21866,122.6745
21867,122.0117
21868,126.2233
21869,113.7172
21870,110.6449
21871,113.8107
21872,127.5331
21873,133.1832
21874,143.9177
21875,115.4622
21876,113.0559
21877,109.6595
21878,119.1562
21879,116.2454
21880,125.4251
21881,123.3583
21882,121.7252
21883,125.5996
21884,134.0532
21885,123.5137
21886,116.1786
21887,125.1315
21888,123.5802
21889,133.3758
21890,136.3143
21891,141.107
21892,126.5347
21893,125.9633
21894,137.1181
21895,128.0182
21896,141.7363
21897,106.6877
21898,108.0455
21899,115.8658
21900,152.2417
21901,106.7987
21902,107.6525
21903,124.6423
21904,122.2679
21905,132.9822
21906,130.1302
21907,143.2455
21908,143.2283
21909,122.2441
21910,132.2902
21911,131.9808
21912,129.8896
21913,132.006
21914,122.4025
21915,121.5552
21916,130.9255
21917,123.2502
21918,124.7472
21919,112.586
21920,123.8323
21921,124.8204
21922,119.2747
21923,123.9407
21924,133.3415
21925,121.2644
21926,129.2511
21927,142.8419
21928,137.0893
21929,135.7157
21930,117.7142
21931,130.2646
21932,116.0134
21933,124.2235
21934,97.14789
21935,124.6147
21936,118.3446
21937,130.4597
21938,135.0554
21939,113.7089
21940,121.1719
21941,129.1334
21942,137.5208
21943,116.7224
21944,102.2607
21945,94.26051
21946,130.6183
21947,128.4905
21948,136.1352
21949,134.398
21950,141.7416
21951,110.4841
21952,134.9162
21953,128.0545
21954,130.8804
21955,136.6016
21956,137.7014
21957,107.4139
21958,151.567
21959,135.1775
21960,132.5855
21961,128.1379
21962,118.6861
21963,132.023
21964,101.8629
21965,114.2272
21966,112.1856
21967,127.3897
21968,145.5589
21969,133.0115
21970,118.1347
21971,125.715
21972,115.0134
21973,119.2542
21974,125.7109
21975,126.3794
21976,133.1108
21977,130.0354
21978,140.2748
21979,125.3779
21980,117.4567
21981,110.3167
21982,118.1644
21983,104.0257
21984,127.7908
21985,145.1158
21986,139.7665
21987,148.13
21988,110.6124
21989,124.9384
21990,117.0886
21991,122.9297
21992,132.063
21993,124.7386
21994,110.6721
21995,130.6448
21996,127.2514
21997,120.743
21998,147.7192
21999,116.5958
22000,126.0409
22001,131.0766
22002,103.166
22003,120.2698
22004,120.4821
22005,114.4375
22006,121.7524
22007,138.7705
22008,127.2493
22009,152.9261
22010,126.7259
22011,153.6557
22012,135.8523
22013,108.7094
22014,132.428
22015,115.1738
22016,121.9109
22017,113.6107
22018,117.5802
22019,105.9806
22020,130.0163
22021,122.6201
22022,126.6477
22023,134.6768
22024,153.0783
22025,119.4068
22026,151.4389
22027,140.2097
22028,110.19
22029,127.3742
22030,137.5581
22031,129.2925
22032,128.8207
22033,117.7506
22034,121.3984
22035,127.6222
22036,128.1986
22037,157.3921
22038,130.0327
22039,139.6967
22040,126.2871
22041,118.2134
22042,130.2072
22043,126.3804
22044,124.3242
22045,132.7654
22046,132.5228
22047,138.0942
22048,129.3039
22049,135.5968
22050,145.4296
22051,119.4681
22052,124.7664
22053,117.0658
22054,123.7996
22055,140.8345
22056,124.7307
22057,128.8248
22058,153.2173
22059,141.0626
22060,126.0482
22061,121.7947
22062,126.4153
22063,127.5677
22064,109.7213
22065,143.6368
22066,107.027
22067,131.3314
22068,127.0974
22069,107.555
22070,118.3435
22071,138.4765
22072,125.5644
22073,131.4314
22074,142.2888
22075,130.1091
22076,115.7425
22077,141.1345
22078,124.9248
22079,121.6753
22080,153.3804
22081,116.1852
22082,136.5908
22083,131.303
22084,112.523
22085,103.3567
22086,113.5474
22087,153.8792
22088,130.7981
22089,143.0116
22090,132.341
22091,145.1589
22092,122.5588
22093,123.0214
22094,126.3654
22095,116.6333
22096,136.6336
22097,130.1774
22098,130.6616
22099,129.0189
22100,124.2238
22101,117.3321
22102,132.2173
22103,126.0029
22104,114.5145
22105,131.8304
22106,128.0529
22107,124.613
22108,123.0369
22109,130.1582
22110,135.8472
22111,131.2437
22112,116.9411
22113,134.9498
22114,117.8027
22115,136.9152
22116,133.6125
22117,111.8341
22118,133.2531
22119,125.1008
22120,134.5424
22121,140.1474
22122,108.9518
22123,123.6302
22124,149.3087
22125,144.8643
22126,121.845
22127,115.8078
22128,145.3622
22129,135.1259
22130,129.0541
22131,131.2538
22132,109.7856
22133,130.1038
22134,118.0966
22135,147.585
22136,146.4429
22137,134.4733
22138,154.4557
22139,152.5295
22140,115.2594
22141,127.6165
22142,142.8685
22143,146.4785
22144,141.3837
22145,96.822
22146,133.4834
22147,124.3863
22148,136.8521
22149,119.9292
22150,132.8025
22151,120.0536
22152,136.8571
22153,115.2183
22154,135.8133
22155,121.4223
22156,143.2844
22157,133.8643
22158,121.5944
22159,123.4547
22160,128.4013
22161,119.0471
22162,147.0719
22163,113.3519
22164,150.7817
22165,115.2572
22166,104.3101
22167,121.6957
22168,122.827
22169,133.2072
22170,147.6569
22171,119.04
22172,127.6042
22173,110.7311
22174,123.1842
22175,133.3083
22176,128.4304
22177,116.7218
22178,142.5929
22179,114.6547
22180,127.4783
22181,125.5804
22182,119.1968
22183,124.621
22184,119.2237
22185,133.6584
22186,139.0601
22187,122.8579
22188,118.0936
22189,125.2493
22190,118.4034
22191,134.7715
22192,135.2386
22193,135.7549
22194,139.8002
22195,95.27771
22196,132.4741
22197,123.0223
22198,110.2627
22199,139.9802
22200,101.1566
22201,141.8247
22202,138.7177
22203,117.3527
22204,129.367
22205,133.4628
22206,126.5705
22207,110.9314
22208,121.017
22209,133.0386
22210,125.5458
22211,122.8713
22212,126.67
22213,113.3012
22214,133.5896
22215,124.0532
22216,132.7674
22217,122.9456
22218,116.8819
22219,145.2036
22220,127.6754
22221,119.1678
22222,119.185
22223,125.924
22224,131.9024
22225,132.477
22226,110.4114
22227,109.3802
22228,153.4104
22229,124.0648
22230,137.6179
22231,124.3251
22232,148.4155
22233,128.2996
22234,122.1539
22235,126.3476
22236,133.4295
22237,141.1335
22238,125.3999
22239,115.1711
22240,123.7421
22241,131.6002
22242,129.7075
22243,125.8923
22244,131.1495
22245,131.9548
22246,122.5229
22247,125.4368
22248,150.7064
22249,115.7167
22250,136.2602
22251,140.2041
22252,147.0766
22253,113.8641
22254,136.762
22255,118.4243
22256,135.7861
22257,121.1942
22258,129.4147
22259,127.1902
22260,133.5415
22261,134.0273
22262,133.8297
22263,135.5664
22264,140.0465
22265,131.4256
22266,140.7812
22267,124.2948
22268,143.0028
22269,130.5197
22270,121.8766
22271,107.9074
22272,104.0162
22273,107.7306
22274,122.0171
22275,116.0082
22276,116.9297
22277,115.2735
22278,119.2598
22279,149.2576
22280,117.641
22281,126.8252
22282,146.7294
22283,91.37972
22284,92.55327
22285,139.6883
22286,125.6853
22287,142.8251
22288,121.3014
22289,124.8288
22290,136.115
22291,139.7633
22292,122.0482
22293,113.878
22294,136.2782
22295,138.3778
22296,134.281
22297,112.4485
22298,119.1817
22299,141.4374
22300,113.6853
22301,135.2088
22302,139.5936
22303,124.9902
22304,136.245
22305,141.0644
22306,133.9346
22307,122.9113
22308,132.1873
22309,142.7013
22310,121.8913
22311,129.8532
22312,109.1048
22313,135.2451
22314,118.765
22315,139.0575
22316,126.7366
22317,118.9324
22318,113.3842
22319,111.8218
22320,121.5553
22321,117.2374
22322,137.1524
22323,112.0671
22324,129.1182
22325,130.4602
22326,116.0481
22327,119.7629
22328,118.1634
22329,143.8829
22330,128.5075
22331,118.0226
22332,126.7209
22333,127.2642
22334,138.8997
22335,124.0463
22336,122.0785
22337,126.3151
22338,116.8118
22339,133.1982
22340,135.5874
22341,121.2596
22342,105.3339
22343,126.2458
22344,111.9571
22345,126.1104
22346,147.0435
22347,122.095
22348,149.5493
22349,127.7358
22350,127.0199
22351,144.7114
22352,114.3207
22353,142.8489
22354,136.2659
22355,130.6775
22356,122.375
22357,111.5552
22358,133.9541
22359,124.754
22360,123.6822
22361,126.6477
22362,122.2508
22363,122.0338
22364,159.438
22365,145.5204
22366,120.4889
22367,118.2279
22368,133.8676
22369,134.1446
22370,122.1682
22371,144.2832
22372,135.5907
22373,134.9876
22374,128.1724
22375,126.9071
22376,111.5383
22377,121.6583
22378,129.485
22379,111.6239
22380,114.7147
22381,139.316
22382,114.642
22383,132.5035
22384,123.9145
22385,119.8229
22386,122.3788
22387,138.5489
22388,125.5334
22389,123.9536
22390,146.1271
22391,144.159
22392,118.2665
22393,124.4469
22394,140.4945
22395,112.23
22396,121.5742
22397,118.3616
22398,127.4023
22399,119.2573
22400,127.3701
22401,118.9921
22402,136.6437
22403,106.2273
22404,136.7051
22405,114.9494
22406,117.3282
22407,118.4041
22408,131.2082
22409,146.8878
22410,106.3253
22411,126.6624
22412,130.9155
22413,142.6734
22414,125.742
22415,130.7612
22416,122.5753
22417,131.1011
22418,119.5692
22419,131.5028
22420,114.5981
22421,135.268
22422,141.3209
22423,123.9061
22424,122.5322
22425,106.8997
22426,120.6642
22427,126.1548
22428,141.4405
22429,121.1812
22430,105.483
22431,135.2665
22432,119.2957
22433,133.259
22434,159.1321
22435,120.6395
22436,132.4666
22437,115.992
22438,105.015
22439,137.8016
22440,131.4764
22441,134.9766
22442,122.5178
22443,121.7954
22444,104.9369
22445,120.2005
22446,110.7893
22447,122.3789
22448,106.5113
22449,127.0283
22450,137.0147
22451,143.8236
22452,128.3561
22453,136.453
22454,134.2579
22455,134.5955
22456,104.3631
22457,133.7417
22458,119.2792
22459,146.3363
22460,133.7343
22461,122.478
22462,130.3713
22463,106.4359
22464,127.6529
22465,121.6743
22466,102.4131
22467,132.2356
22468,102.8806
22469,127.8072
22470,123.5613
22471,123.6214
22472,146.9867
22473,126.5249
22474,132.068
22475,131.9835
22476,119.562
22477,129.2907
22478,125.0266
22479,142.6343
22480,120.4244
22481,102.8488
22482,138.245
22483,117.9972
22484,113.6476
22485,105.99
22486,152.0325
22487,119.621
22488,134.1843
22489,135.0203
22490,135.9923
22491,141.106
22492,117.014
22493,133.6109
22494,112.2048
22495,142.0633
22496,117.9541
22497,132.0557
22498,114.3497
22499,122.077
22500,118.8169
22501,118.9654
22502,126.5318
22503,132.7412
22504,132.9256
22505,144.9404
22506,139.0221
22507,139.8123
22508,96.8142
22509,126.8247
22510,129.1019
22511,122.6961
22512,141.0306
22513,128.3399
22514,143.1083
22515,130.449
22516,128.1704
22517,130.1159
22518,121.4541
22519,135.8331
22520,107.1248
22521,142.847
22522,129.5642
22523,147.5186
22524,138.3336
22525,128.3177
22526,130.5503
22527,129.5179
22528,147.9327
22529,126.892
22530,128.3698
22531,113.4953
22532,125.2063
22533,125.9876
22534,106.3661
22535,133.285
22536,102.1817
22537,105.552
22538,112.7548
22539,108.918
22540,147.6161
22541,121.3031
22542,134.4014
22543,118.5694
22544,117.2162
22545,137.2144
22546,119.4922
22547,120.3128
22548,137.3295
22549,122.3498
22550,139.8634
22551,117.6468
22552,115.206
22553,118.7128
22554,120.7594
22555,135.0784
22556,132.4274
22557,127.3552
22558,116.1185
22559,129.1073
22560,120.2991
22561,137.2463
22562,161.072
22563,135.5327
22564,117.0815
22565,134.6847
22566,140.8061
22567,137.1303
22568,145.1859
22569,119.6241
22570,131.6676
22571,132.3479
22572,140.0865
22573,128.3285
22574,132.7756
22575,127.3799
22576,126.9478
22577,129.5258
22578,121.0966
22579,136.2028
22580,113.3199
22581,133.791
22582,139.3391
22583,132.9198
22584,119.7086
22585,115.8239
22586,126.212
22587,133.7102
22588,125.5068
22589,120.5161
22590,134.4938
22591,140.9484
22592,113.9351
22593,132.902
22594,114.3622
22595,130.9845
22596,138.4082
22597,129.1788
22598,129.9893
22599,122.2425
22600,121.5432
22601,127.5672
22602,114.6007
22603,108.4305
22604,124.5872
22605,134.7945
22606,126.7584
22607,115.6715
22608,145.1096
22609,149.7127
22610,113.8631
22611,141.6714
22612,127.3027
22613,126.3388
22614,113.6596
22615,118.4278
22616,153.4343
22617,146.5177
22618,96.09124
22619,115.1204
22620,119.5571
22621,106.1513
22622,120.8269
22623,121.1583
22624,127.7646
22625,112.218
22626,133.8473
22627,142.1744
22628,145.7059
22629,137.7201
22630,134.2977
22631,125.3716
22632,135.889
22633,116.7369
22634,127.0389
22635,140.6609
22636,134.9545
22637,129.241
22638,151.5039
22639,156.0008
22640,129.0326
22641,130.411
22642,130.9523
22643,113.1841
22644,131.7641
22645,117.5189
22646,112.0469
22647,105.1667
22648,122.6123
22649,118.0798
22650,117.1566
22651,125.1074
22652,110.4053
22653,126.7549
22654,134.3575
22655,129.8123
22656,120.1583
22657,113.3404
22658,136.1364
22659,142.019
22660,138.7234
22661,111.6471
22662,121.6606
22663,153.2208
22664,123.9976
22665,125.3838
22666,133.81
22667,134.5897
22668,131.9905
22669,136.702
22670,127.9662
22671,109.1244
22672,149.1814
22673,131.2398
22674,127.6921
22675,112.0268
22676,135.324
22677,119.6408
22678,122.0693
22679,120.3374
22680,117.9071
22681,119.6472
22682,139.8994
22683,144.6354
22684,141.2387
22685,126.1275
22686,139.3144
22687,138.8967
22688,139.5814
22689,126.9035
22690,137.5104
22691,148.859
22692,128.7758
22693,138.3081
22694,144.2462
22695,115.801
22696,135.652
22697,142.9711
22698,129.6653
22699,119.3224
22700,131.4454
22701,135.8829
22702,126.2756
22703,109.4862
22704,129.0734
22705,108.9547
22706,149.7074
22707,132.7706
22708,121.9716
22709,144.4003
22710,103.2602
22711,129.3014
22712,124.7407
22713,139.713
22714,150.7569
22715,125.8104
22716,145.3668
22717,139.3107
22718,123.2179
22719,123.4598
22720,126.6511
22721,136.7007
22722,142.9777
22723,127.9869
22724,138.0167
22725,138.5455
22726,111.6272
22727,125.4782
22728,120.8518
22729,132.3844
22730,121.7687
22731,137.313
22732,124.8775
22733,130.122
22734,138.4723
22735,128.6623
22736,145.0523
22737,133.4977
22738,135.0473
22739,87.80417
22740,114.5963
22741,138.186
22742,117.8466
22743,120.9648
22744,144.6479
22745,124.5242
22746,131.093
22747,141.6283
22748,128.6523
22749,133.8196
22750,116.8975
22751,111.6991
22752,132.6835
22753,127.992
22754,133.2801
22755,128.2592
22756,137.9687
22757,126.7388
22758,114.5613
22759,129.7884
22760,128.0135
22761,139.9757
22762,136.6826
22763,133.5039
22764,123.7168
22765,127.4811
22766,112.8504
22767,123.2698
22768,109.0392
22769,119.146
22770,141.6148
22771,121.794
22772,132.4556
22773,152.4869
22774,119.4949
22775,133.9088
22776,134.6167
22777,132.8311
22778,135.5661
22779,111.8165
22780,110.0622
22781,137.3814
22782,120.6221
22783,133.1991
22784,111.5373
22785,141.0278
22786,102.3371
22787,101.4857
22788,146.4352
22789,143.5551
22790,124.7309
22791,121.203
22792,126.8225
22793,108.851
22794,141.3204
22795,114.3444
22796,114.1506
22797,141.8919
22798,141.1445
22799,122.9483
22800,119.9881
22801,119.503
22802,136.7854
22803,123.3189
22804,117.8225
22805,137.7735
22806,123.5324
22807,133.0678
22808,116.2886
22809,127.9847
22810,122.1935
22811,124.5714
22812,123.4044
22813,121.0018
22814,113.6246
22815,130.327
22816,126.5551
22817,133.1014
22818,101.6002
22819,119.3721
22820,128.1651
22821,122.2294
22822,141.5252
22823,142.9065
22824,137.2266
22825,124.1513
22826,132.5444
22827,116.3991
22828,140.3787
22829,126.1828
22830,130.5654
22831,125.5682
22832,120.3856
22833,111.7705
22834,129.9065
22835,123.5877
22836,124.2906
22837,129.934
22838,118.2155
22839,125.8852
22840,124.0363
22841,140.7336
22842,125.4419
22843,115.4696
22844,139.5932
22845,131.8509
22846,133.5444
22847,126.4559
22848,110.9407
22849,128.1583
22850,126.5532
22851,114.5877
22852,133.688
22853,110.9996
22854,135.9715
22855,137.8167
22856,147.8318
22857,135.2744
22858,122.372
22859,126.2618
22860,116.288
22861,132.962
22862,114.1483
22863,128.3786
22864,120.3706
22865,134.1704
22866,119.747
22867,128.8443
22868,151.1659
22869,119.6419
22870,143.8642
22871,119.0279
22872,136.3911
22873,108.6263
22874,114.2815
22875,119.2335
22876,103.3826
22877,135.6549
22878,125.3602
22879,110.7928
22880,110.2807
22881,111.8642
22882,147.1759
22883,107.5978
22884,119.0626
22885,108.4966
22886,118.1344
22887,146.987
22888,113.9887
22889,137.5274
22890,121.9112
22891,132.621
22892,118.2569
22893,125.9458
22894,129.8475
22895,122.8649
22896,118.3179
22897,143.0038
22898,130.5276
22899,143.6705
22900,123.7803
22901,127.5549
22902,113.9144
22903,129.6498
22904,136.5138
22905,125.8274
22906,121.5267
22907,112.9453
22908,133.8246
22909,108.3043
22910,128.7129
22911,131.7672
22912,134.1668
22913,121.3149
22914,116.5565
22915,132.284
22916,113.6064
22917,149.4307
22918,136.0526
22919,127.1588
22920,137.7419
22921,137.5853
22922,123.8531
22923,120.25
22924,123.5174
22925,130.5575
22926,101.0972
22927,126.4946
22928,133.6296
22929,115.4801
22930,117.12
22931,137.0562
22932,147.3662
22933,135.968
22934,129.1319
22935,116.1147
22936,137.7019
22937,133.2956
22938,116.6186
22939,115.4852
22940,134.6647
22941,137.0794
22942,136.9795
22943,130.5147
22944,128.4373
22945,114.4831
22946,78.01476
22947,117.9652
22948,109.6265
22949,124.1093
22950,122.8747
22951,116.6754
22952,140.134
22953,137.0244
22954,137.2922
22955,112.4629
22956,115.2955
22957,130.815
22958,121.023
22959,124.5001
22960,113.6681
22961,126.2877
22962,121.4992
22963,137.7122
22964,146.7738
22965,110.056
22966,135.3666
22967,133.8862
22968,134.2673
22969,119.7562
22970,128.7529
22971,136.582
22972,102.3792
22973,126.0902
22974,135.0531
22975,142.3251
22976,110.3801
22977,102.0817
22978,117.5758
22979,121.003
22980,137.254
22981,117.6409
22982,124.3246
22983,100.6039
22984,138.7949
22985,126.7719
22986,140.9059
22987,125.0889
22988,120.1084
22989,142.9972
22990,112.1711
22991,145.3795
22992,122.5734
22993,138.0427
22994,145.0405
22995,125.7048
22996,132.8748
22997,125.4599
22998,125.097
22999,141.8557
23000,127.0649
23001,105.2789
23002,123.0281
23003,116.8453
23004,155.6909
23005,122.5776
23006,125.2892
23007,100.3754
23008,124.1705
23009,129.1828
23010,117.4206
23011,141.3686
23012,116.2995
23013,135.2373
23014,124.1658
23015,120.489
23016,124.1575
23017,132.1762
23018,127.1534
23019,123.0092
23020,119.1916
23021,135.2679
23022,109.1436
23023,119.7731
23024,138.8225
23025,131.8907
23026,133.2559
23027,125.7246
23028,131.9513
23029,129.5695
23030,114.497
23031,113.9349
23032,131.9605
23033,115.2966
23034,120.5557
23035,120.0062
23036,105.1257
23037,126.5255
23038,127.2612
23039,110.8899
23040,154.3987
23041,141.3375
23042,129.29
23043,140.1522
23044,117.3218
23045,120.1428
23046,107.1014
23047,141.2284
